"person_id","screening_date","first_offense_date","current_offense_date","offenses_within_30","before_cutoff_date","p_felony_count_person","p_misdem_count_person","p_charge_violent","p_current_age","p_age_first_offense","p_juv_fel_count","p_felprop_violarrest","p_murder_arrest","p_felassault_arrest","p_misdemassault_arrest","p_famviol_arrest","p_sex_arrest","p_weapons_arrest","p_n_on_probation","p_current_on_probation","p_prob_revoke","p_charge","p_arrest","p_jail30","p_prison30","p_prison","p_probation","Risk of Failure to Appear_decile_score","Risk of Failure to Appear_raw_score","Risk of Recidivism_decile_score","Risk of Recidivism_raw_score","Risk of Violence_decile_score","Risk of Violence_raw_score","is_misdem","recid","recid_violent","raw_score","decile_score","race_black","race_white","race_hispanic","race_asian","race_native","sex_male","crim_inv","filt1","filt2","filt3","filt4","filt5","filt6"
6945,2014-06-20,2011-03-02,2014-06-19,2,2014-06-19,1,0,0,52,49,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,16,2,-1.24,1,-3.52,0,0,0,-1.24,2,0,0,0,0,0,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
6947,2014-11-14,2009-04-26,2014-11-13,2,2014-11-13,1,4,2,26,21,0,1,0,0,1,0,0,0,0,0,0,5,4,0,0,0,0,2,16,5,-0.69,2,-2.63,0,1,0,-0.69,5,1,0,0,0,0,0,5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
6948,2013-03-18,2013-03-18,2013-03-18,3,2013-03-18,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,5,-0.45,3,-2.26,0,0,0,-0.45,5,1,0,0,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
6949,2014-03-09,2013-04-03,2014-03-08,2,2014-03-08,0,1,0,30,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13,1,-1.84,1,-3.18,1,1,0,-1.84,1,0,1,0,0,0,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
6950,2013-03-09,2000-02-16,2013-03-08,2,2013-03-08,2,3,2,48,35,0,1,0,0,1,0,0,0,0,0,0,5,4,0,0,0,2,9,33,6,-0.17,3,-2.53,0,0,0,-0.17,6,0,1,0,0,0,1,7,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
6951,2014-12-08,2014-12-07,2014-12-07,2,2014-12-07,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,2,-1.18,2,-2.74,0,0,0,-1.18,2,1,0,0,0,0,1,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
6952,2014-02-03,2014-02-02,2014-02-02,3,2014-02-02,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,5,-0.46,6,-1.6,0,0,0,-0.46,5,1,0,0,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
6955,2013-08-28,2013-06-13,2013-08-27,2,2013-08-27,1,6,2,19,18,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,1,14,9,0.44,9,-0.7,0,1,1,0.44,9,1,0,0,0,0,1,7,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
6956,2013-12-09,2007-12-27,2013-12-08,1,2013-12-08,5,5,2,23,17,0,1,0,1,0,0,0,0,5,0,0,10,7,0,0,0,3,2,16,8,0.17,8,-1.05,1,0,0,0.17,8,0,1,0,0,0,1,13,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
6957,2013-01-02,2008-06-23,2013-01-01,6,2013-01-01,1,3,0,24,19,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,3,20,9,0.48,5,-1.87,0,1,1,0.48,9,1,0,0,0,0,1,5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
6958,2014-11-12,2014-11-12,2014-11-12,2,2014-11-12,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,5,-0.41,7,-1.42,0,1,0,-0.41,5,0,1,0,0,0,1,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
6959,2013-04-20,2013-04-20,2013-04-20,4,2013-04-20,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,4,-0.69,2,-2.82,0,0,0,-0.69,4,0,0,1,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
6960,2013-10-28,2013-10-27,2013-10-27,1,2013-10-27,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,-1.75,1,-3.1,0,0,0,-1.75,1,1,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6961,2014-01-19,2014-01-18,2014-01-18,1,2014-01-18,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,8,0.14,6,-1.58,1,1,0,0.14,8,1,0,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6962,2014-11-05,1995-01-17,2014-11-05,1,2014-11-05,2,2,0,38,18,0,0,0,0,0,0,0,0,0,0,1,4,6,0,0,0,1,6,24,6,-0.21,3,-2.48,0,0,0,-0.21,6,1,0,0,0,0,1,5,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
6963,2013-10-02,1987-01-19,2013-10-01,3,2013-10-01,1,0,1,46,19,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,4,21,2,-1.46,1,-3.58,0,0,0,-1.46,2,0,1,0,0,0,0,3,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
6966,2013-12-27,2013-12-26,2013-12-26,4,2013-12-26,0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,-1.65,1,-3.26,0,0,0,-1.65,1,1,0,0,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
6967,2013-10-24,2013-02-16,2013-10-23,1,2013-10-23,0,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11,4,-0.68,7,-1.41,1,0,0,-0.68,4,0,1,0,0,0,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
6968,2013-01-20,2003-03-07,2013-01-19,5,2013-01-19,4,14,0,28,18,0,0,0,0,0,0,0,0,4,1,0,18,9,0,0,0,4,5,23,6,-0.28,2,-2.6,0,1,0,-0.28,6,1,0,0,0,0,1,22,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
6970,2014-06-24,2013-12-03,2014-06-23,3,2014-06-23,0,1,1,21,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,13,4,-0.54,4,-2.08,0,0,0,-0.54,4,0,1,0,0,0,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
6972,2014-11-09,2014-11-08,2014-11-08,1,2014-11-08,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,-1.64,1,-3.07,0,0,0,-1.64,2,0,0,1,0,0,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
6973,2014-07-07,2014-07-06,2014-07-06,2,2014-07-06,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,7,-0.06,4,-2.07,0,0,0,-0.06,7,0,1,0,0,0,1,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
6974,2014-11-28,2014-11-27,2014-11-27,1,2014-11-27,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,1,-2.38,1,-3.67,1,0,0,-2.38,1,0,1,0,0,0,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
6976,2013-12-10,2013-12-09,2013-12-09,1,2013-12-09,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,4,-0.61,3,-2.24,1,0,0,-0.61,4,0,1,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6977,2014-09-13,1999-03-25,2014-09-12,1,2014-09-12,0,10,2,43,28,0,0,0,0,1,0,0,0,0,0,0,10,4,0,0,0,0,8,27,3,-1.03,1,-3.29,0,1,0,-1.03,3,0,0,0,1,0,0,10,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
6978,2014-09-30,2014-09-29,2014-09-29,1,2014-09-29,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,1,-2.04,1,-3.55,0,0,0,-2.04,1,0,0,0,0,0,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
6979,2013-03-23,2009-01-03,2013-03-23,1,2013-03-23,0,2,0,25,21,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,13,2,-1.19,2,-2.56,1,0,0,-1.19,2,0,1,0,0,0,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
6980,2014-09-14,2006-10-22,2014-09-13,1,2014-09-13,8,13,8,26,19,0,1,0,5,1,0,0,0,6,0,0,21,16,0,0,0,2,4,20,9,0.14,6,-1.53,0,1,1,0.14,9,1,0,0,0,0,0,23,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
6981,2013-10-18,2013-10-14,2013-10-14,3,2013-10-14,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,1,-1.66,1,-3.34,0,1,0,-1.66,1,0,1,0,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
6982,2013-07-12,2008-11-12,2013-07-10,1,2013-07-10,1,0,0,56,51,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,24,2,-1.33,1,-3.67,0,1,0,-1.33,2,0,0,1,0,0,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
6983,2013-06-28,2001-03-01,2013-06-23,1,2013-06-23,1,4,3,49,37,0,0,0,1,1,0,0,0,0,0,0,5,2,0,0,0,2,3,20,1,-1.59,1,-3.49,1,0,0,-1.59,1,1,0,0,0,0,1,7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
6984,2013-04-07,2013-04-06,2013-04-06,1,2013-04-06,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,6,-0.24,6,-1.57,0,0,0,-0.24,6,0,0,1,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6985,2014-09-24,2014-08-28,2014-08-28,3,2014-08-28,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,3,-0.86,4,-2.14,0,0,0,-0.86,3,0,1,0,0,0,1,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
6986,2013-12-16,2011-01-05,2013-12-15,1,2013-12-15,1,1,2,34,31,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,5,22,5,-0.38,3,-2.39,1,0,0,-0.38,5,0,0,1,0,0,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
6987,2013-02-16,2013-01-31,2013-01-31,1,2013-01-31,0,0,0,37,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,1,-2.03,1,-3.49,0,0,0,-2.03,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6989,2013-03-29,2013-03-28,2013-03-28,1,2013-03-28,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3,-0.82,2,-2.67,0,1,1,-0.82,3,0,1,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6991,2013-08-30,2011-05-04,2013-08-29,2,2013-08-29,0,5,0,27,25,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,14,3,-0.89,2,-2.77,0,1,0,-0.89,3,1,0,0,0,0,1,5,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
6992,2014-10-30,2005-05-13,2014-10-23,25,2014-10-23,4,1,2,34,25,0,0,0,2,0,0,0,2,0,0,0,5,3,0,0,0,2,1,13,1,-1.81,2,-2.92,0,0,0,-1.81,1,1,0,0,0,0,1,7,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
6993,2014-10-31,1991-05-15,2014-10-30,1,2014-10-30,24,15,8,41,18,0,3,0,5,0,0,0,1,7,0,0,40,31,1,1,5,4,7,27,7,-0.05,5,-1.74,0,0,0,-0.05,7,1,0,0,0,0,1,50,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
6994,2014-08-16,2014-08-15,2014-08-15,2,2014-08-15,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,2,-1.05,3,-2.37,1,0,0,-1.05,2,1,0,0,0,0,1,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
6995,2014-08-26,1985-08-02,2014-08-25,1,2014-08-25,17,11,1,54,25,0,1,0,0,0,0,0,0,13,0,2,30,20,0,0,0,5,6,24,5,-0.33,1,-3.44,1,0,0,-0.33,5,1,0,0,0,0,1,35,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
6996,2014-06-03,2014-06-02,2014-06-02,1,2014-06-02,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,5,-0.77,5,-1.79,1,1,1,-0.77,5,1,0,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
6997,2013-01-27,2011-10-21,2013-01-26,2,2013-01-26,1,1,1,22,20,0,1,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,1,13,4,-0.58,5,-1.95,1,1,0,-0.58,4,1,0,0,0,0,1,3,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
6999,2014-02-20,2014-02-19,2014-02-19,1,2014-02-19,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,4,-0.63,4,-2.1,0,0,0,-0.63,4,1,0,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7001,2014-05-22,2007-02-21,2014-05-21,1,2014-05-21,2,1,0,31,23,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,19,2,-1.31,2,-2.75,1,0,0,-1.31,2,0,1,0,0,0,1,3,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
7002,2014-05-29,2014-05-28,2014-05-28,2,2014-05-28,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,6,-0.53,7,-1.29,1,0,0,-0.53,6,1,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
7003,2013-01-15,1984-05-26,2013-01-14,2,2013-01-14,23,15,6,58,29,0,5,0,0,0,0,0,0,1,0,2,41,27,0,0,3,5,5,23,2,-1.05,1,-3.39,1,1,0,-1.05,2,1,0,0,0,0,1,49,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
7004,2013-05-04,2012-02-24,2013-05-03,2,2013-05-03,0,2,0,21,19,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,16,6,-0.23,5,-1.96,0,0,0,-0.23,6,0,1,0,0,0,1,2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
7007,2013-04-30,2003-03-21,2013-04-01,1,2013-04-01,3,3,4,31,21,0,2,0,0,0,0,0,0,1,0,0,6,2,0,0,0,2,4,20,3,-1.16,2,-2.85,0,0,0,-1.16,3,1,0,0,0,0,0,8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
7008,2013-03-30,1987-09-03,2013-03-29,1,2013-03-29,9,11,8,42,17,3,1,0,3,0,0,0,0,2,1,0,20,16,0,0,4,1,8,30,8,0.09,6,-1.56,1,1,0,0.09,8,1,0,0,0,0,1,25,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
7010,2013-02-13,1988-03-03,2013-02-13,1,2013-02-13,3,7,0,51,26,0,0,0,0,0,0,0,0,3,0,0,10,6,0,0,0,2,3,20,3,-0.79,1,-3.47,0,1,0,-0.79,3,1,0,0,0,0,1,12,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
7012,2013-10-20,2013-10-19,2013-10-19,3,2013-10-19,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,-1.22,3,-2.48,0,0,0,-1.22,2,1,0,0,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
7013,2014-08-11,2014-04-17,2014-08-10,2,2014-08-10,1,1,0,20,20,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,23,5,-0.38,4,-2.14,0,0,0,-0.38,5,1,0,0,0,0,1,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
7014,2014-08-17,2011-09-02,2014-08-15,4,2014-08-15,5,8,3,24,21,0,1,0,1,0,0,0,0,3,0,0,13,4,0,0,0,1,7,25,8,0.08,8,-1.02,0,0,0,0.08,8,0,1,0,0,0,0,14,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
7015,2013-03-09,2013-03-09,2013-03-09,3,2013-03-09,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,-1.02,5,-1.96,0,0,0,-1.02,2,0,1,0,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
7019,2013-05-23,2013-05-22,2013-05-22,2,2013-05-22,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,18,7,-0.03,5,-1.93,0,0,0,-0.03,7,0,1,0,0,0,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
7020,2014-11-07,2014-11-06,2014-11-06,1,2014-11-06,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,-1.18,2,-2.71,0,1,0,-1.18,2,0,1,0,0,0,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
7022,2013-09-06,2013-09-02,2013-09-02,2,2013-09-02,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,-0.89,4,-2.09,1,1,0,-0.89,3,1,0,0,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
7023,2013-01-30,2011-02-22,2013-01-29,3,2013-01-29,0,3,0,22,20,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,14,5,-0.33,3,-2.25,0,0,0,-0.33,5,0,1,0,0,0,1,3,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
7024,2013-09-11,2010-02-18,2013-09-10,4,2013-09-10,0,2,0,25,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,29,7,-0.06,8,-1.11,0,0,0,-0.06,7,0,1,0,0,0,1,2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
7025,2014-03-26,2014-03-25,2014-03-25,1,2014-03-25,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,-1.74,1,-3.15,1,1,1,-1.74,1,1,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7025,2014-11-22,2014-03-25,2014-11-22,1,2014-11-22,0,1,1,31,30,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,12,2,-1.39,2,-2.83,1,0,0,-1.39,2,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
7027,2014-02-15,2014-02-14,2014-02-14,1,2014-02-14,0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,-2.18,1,-3.73,1,1,0,-2.18,1,1,0,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7028,2013-03-22,1997-08-19,2013-03-21,2,2013-03-21,4,6,5,33,18,0,2,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,6,24,3,-0.86,2,-2.74,0,1,0,-0.86,3,0,1,0,0,0,1,10,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
7029,2013-10-05,2001-06-13,2013-10-04,2,2013-10-04,7,16,5,30,18,0,1,0,2,2,0,0,0,6,0,0,23,18,0,0,0,3,10,35,9,0.56,9,-0.71,1,1,0,0.56,9,1,0,0,0,0,1,26,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
7030,2013-08-26,2011-07-16,2013-08-25,2,2013-08-25,0,1,0,27,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,16,1,-1.59,2,-2.88,0,0,0,-1.59,1,0,0,0,0,0,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
7031,2014-11-17,2014-11-08,2014-11-08,1,2014-11-08,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,-1.05,4,-2.2,1,0,0,-1.05,3,0,1,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
7032,2013-06-24,2011-06-09,2013-06-20,2,2013-06-20,1,1,0,55,53,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,18,2,-1.55,1,-3.28,1,0,0,-1.55,2,0,1,0,0,0,0,2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
7033,2013-09-24,2012-01-13,2013-09-23,2,2013-09-23,3,3,0,19,18,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,1,15,7,-0.03,6,-1.73,0,0,0,-0.03,7,1,0,0,0,0,1,6,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
7034,2013-01-25,2011-09-14,2013-01-07,4,2013-01-07,0,2,0,25,24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,14,3,-0.88,3,-2.49,0,1,1,-0.88,3,0,1,0,0,0,1,2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
7035,2014-11-06,2014-10-10,2014-10-10,11,2014-10-10,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,5,-0.33,6,-1.61,1,0,0,-0.33,5,0,1,0,0,0,1,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
7036,2013-04-21,2013-04-20,2013-04-20,1,2013-04-20,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,-1.39,2,-2.7,1,1,0,-1.39,1,0,0,1,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7037,2014-12-30,2007-03-29,2014-12-29,1,2014-12-29,4,13,1,25,17,0,0,0,1,0,0,0,0,0,0,0,17,4,1,1,2,0,3,18,10,1.07,9,-0.92,0,1,1,1.07,10,1,0,0,0,0,1,20,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
7038,2013-10-31,2007-01-11,2013-10-30,1,2013-10-30,3,9,0,25,19,0,0,0,0,0,0,0,0,1,0,1,12,12,0,0,1,1,3,20,10,0.74,4,-2.02,0,0,0,0.74,10,1,0,0,0,0,1,14,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
7039,2014-02-26,2005-07-01,2014-02-24,4,2014-02-24,1,4,1,34,26,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,1,13,1,-1.71,1,-3.17,0,1,0,-1.71,1,0,1,0,0,0,0,6,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
7040,2013-04-07,2013-04-07,2013-04-07,2,2013-04-07,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,9,0.59,9,-0.96,0,0,0,0.59,9,0,1,0,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
7041,2013-02-01,2013-01-31,2013-01-31,1,2013-01-31,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,5,-0.46,6,-1.56,0,1,1,-0.46,5,1,0,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
7043,2013-03-28,2013-03-27,2013-03-27,2,2013-03-27,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,3,-0.82,3,-2.33,0,0,0,-0.82,3,1,0,0,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
7044,2013-10-30,2010-09-10,2013-10-29,4,2013-10-29,0,1,0,22,19,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,13,5,-0.4,6,-1.56,0,0,0,-0.4,5,1,0,0,0,0,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
7045,2014-07-06,2009-10-01,2014-07-05,3,2014-07-05,4,6,2,25,20,0,0,0,0,1,0,0,0,0,0,0,10,9,0,0,0,1,6,25,7,0.07,5,-1.95,0,1,0,0.07,7,0,1,0,0,0,1,11,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
7046,2014-10-11,2014-10-11,2014-10-11,2,2014-10-11,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,5,-0.79,2,-2.62,0,0,0,-0.79,5,1,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
7047,2013-04-03,2003-06-07,2013-04-02,2,2013-04-02,0,4,0,37,27,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,18,6,-0.29,2,-2.86,1,0,0,-0.29,6,0,0,0,0,1,1,4,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
7048,2013-05-08,2013-05-07,2013-05-07,1,2013-05-07,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,2,-1.28,3,-2.44,1,1,0,-1.28,2,1,0,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7049,2014-12-04,2012-10-17,2014-12-03,4,2014-12-03,0,1,1,37,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,17,2,-1.03,2,-2.62,0,0,0,-1.03,2,0,1,0,0,0,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
7051,2013-12-18,2006-01-07,2013-12-17,2,2013-12-17,0,1,0,54,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,1,-1.6,1,-3.71,0,0,0,-1.6,1,1,0,0,0,0,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
7053,2013-04-13,2013-04-12,2013-04-12,2,2013-04-12,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,4,-0.69,3,-2.35,0,0,0,-0.69,4,1,0,0,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
7054,2013-03-11,2013-03-10,2013-03-10,1,2013-03-10,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,-2.18,1,-3.57,1,0,0,-2.18,1,0,1,0,0,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7055,2013-08-30,2011-04-10,2013-08-29,1,2013-08-29,2,1,0,23,20,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,13,5,-0.45,3,-2.32,0,0,0,-0.45,5,0,1,0,0,0,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
7056,2014-12-28,2013-12-20,2014-12-27,1,2014-12-27,0,1,1,20,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11,4,-0.98,4,-2.06,1,0,0,-0.98,4,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
